feature_column,audit_scope,source_variable,variable_group,market_region,source_timestamp_convention,decision_timestamp_convention,same_calendar_observable_before_taiwan_decision,minimum_required_lag_tw_trading_days,inferred_lag_tw_trading_days,lag_inference_source,effective_date_used,explicit_lag_violation,metadata_source_variable,metadata_lag,metadata_effective_date,metadata_source_timestamp,requires_external_lag,lag_ambiguous
US10Y_volatility_60d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_ma_ratio_60d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_return_zscore_60d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_rsi_14d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
US10Y_drawdown_60d_lag1,in_scope,U.S. 10-year Treasury yield,U.S. interest-rate proxy,United States,U.S. rate observation on calendar date t; not assumed observable before Taiwan date-t decision,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
0050_volume_zscore_5d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
0050_volume_change_5d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
0050_volume_zscore_20d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
0050_volume_change_20d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
0050_volume_zscore_60d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
0050_volume_change_60d_lag1,in_scope,0050,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_zscore_5d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_change_5d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_zscore_20d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_change_20d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_zscore_60d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
006208_volume_change_60d_lag1,in_scope,006208,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_zscore_5d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_change_5d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_zscore_20d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_change_20d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_zscore_60d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00692_volume_change_60d_lag1,in_scope,00692,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_zscore_5d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_change_5d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_zscore_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_change_20d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_zscore_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
00881_volume_change_60d_lag1,in_scope,00881,Taiwan ETF prices/returns,Taiwan,Taiwan ETF close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_zscore_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_change_5d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_zscore_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_change_20d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_zscore_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_volume_change_60d_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
SP500_volume_zscore_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volume_change_5d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volume_zscore_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volume_change_20d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volume_zscore_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SP500_volume_change_60d_lag1,in_scope,S&P 500,U.S. broad market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_zscore_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_change_5d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_zscore_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_change_20d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_zscore_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NASDAQ_volume_change_60d_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_zscore_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_change_5d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_zscore_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_change_20d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_zscore_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_volume_change_60d_lag1,in_scope,SOXX,U.S. semiconductor proxy,United States,U.S. ETF close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_zscore_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_change_5d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_zscore_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_change_20d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_zscore_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
NIKKEI225_volume_change_60d_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_zscore_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_change_5d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_zscore_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_change_20d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_zscore_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_volume_change_60d_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_zscore_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_change_5d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_zscore_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_change_20d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_zscore_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_volume_change_60d_lag1,in_scope,KOSPI,Regional Asian equity markets,Korea,Korea market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
TAIEX_minus_SP500_ret_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
TAIEX_minus_NASDAQ_ret_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
SOXX_minus_TAIEX_ret_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
NASDAQ_minus_SP500_ret_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
KOSPI_minus_TAIEX_ret_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
NIKKEI225_minus_TAIEX_ret_lag1,in_scope,Nikkei 225,Regional Asian equity markets,Japan,Japan market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
HANGSENG_minus_TAIEX_ret_lag1,in_scope,Hang Seng,Regional Asian equity markets,Hong Kong,Hong Kong market close; conservative audit uses latest prior observable value,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,Depends on decision timestamp,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
TAIEX_minus_SP500_ret_5d_mean_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
SOXX_minus_TAIEX_ret_5d_mean_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
NASDAQ_minus_SP500_ret_5d_mean_lag1,in_scope,NASDAQ,U.S. technology market,United States,U.S. market close on calendar date t; after Taiwan date-t close,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,No for Taiwan same-calendar-date decisions,1,1,feature_name,t-1 Taiwan trading day(s),False,,,,,True,False
TAIEX_minus_SP500_ret_20d_mean_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
SOXX_minus_TAIEX_ret_20d_mean_lag1,in_scope,TAIEX,Taiwan market index,Taiwan,Taiwan market close on date t,Taiwan after-close forecast/allocation timestamp; same-calendar-date U.S. market close is not assumed observable before the Taiwan decision.,"Yes, if decision occurs after Taiwan close",0,1,feature_name,t-1 Taiwan trading day(s),False,,,,,False,False
